protocol,flow_duration,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Label
17,117062214.61296082,13.471469040748856,0.0,1577,0,2387578,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12616,0,8,1577,74278.05495746245,3123777.151107788,239.6106719970703,103277.3269795508,117062214.61296082,3123777.151107788,239.6106719970703,74278.05495746245,103277.3269795508,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,3087668.4188842773,222.9213714599609,110803.0144530948,154936.23662793165,3123777.151107788,5165.338516235352,78160.61115663919,133367.98593135257,2319872.0,1576.0,0.0,0.0,20360.74964409356,0.0,1514.0,0.0,0,1577,0,2387578,0,2
17,113933357.71560667,13.235807582922073,0.0,1508,0,2283112,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12064,0,8,1508,75602.75893537272,1146850.1091003418,197.88742065429688,78042.96954615093,113933357.71560667,1146850.1091003418,197.88742065429688,75602.75893537272,78042.96954615093,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,1121006.727218628,19.550323486328125,108410.51406330532,96478.1689720408,1074127.435684204,5215.40641784668,77952.71234974223,82097.88360281305,1109888.0,754.0,0.0,0.0,19681.219386138237,0.0,1514.0,0.0,0,1508,0,2283112,0,2
17,113891872.16758728,13.205507744985743,0.0,1504,0,2277056,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12032,0,8,1504,75776.36205428296,515942.8119659424,315.66619873046875,74707.27560972607,113891872.16758728,515942.8119659424,315.66619873046875,75776.36205428296,74707.27560972607,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,500845.90911865234,179.76760864257812,114716.49405820172,88187.36841770296,507015.4666900635,5165.10009765625,79141.96471778714,73124.83084306688,2213888.0,1504.0,0.0,0.0,19438.50740061901,0.0,1514.0,0.0,0,1504,0,2277056,0,2
17,113998619.31800842,13.087877808747356,0.0,1492,0,2258888,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11936,0,8,1492,76457.82650436513,947035.551071167,198.3642578125,77993.71695872003,113998619.31800842,947035.551071167,198.3642578125,76457.82650436513,77993.71695872005,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,910801.4106750488,16.21246337890625,111489.95417027384,95920.85912089307,878590.3453826904,5008.935928344727,79015.11750469317,82619.97331705021,2196224.0,1492.0,0.0,0.0,19265.356134476107,0.0,1514.0,0.0,0,1492,0,2258888,0,2
17,113901877.88009644,12.9760810577318,0.0,1478,0,2237692,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11824,0,8,1478,77117.04663513639,850836.5154266357,233.8886260986328,80725.40055982463,113901877.88009644,850836.5154266357,233.8886260986328,77117.04663513639,80725.40055982463,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,768263.8168334961,359.2967987060547,111397.91905282732,99138.86272309515,677342.8916931152,5299.32975769043,80604.62913016335,82595.82811650645,2175616.0,1478.0,0.0,0.0,19100.79131698121,0.0,1514.0,0.0,0,1478,0,2237692,0,2
17,113907460.4511261,13.791897332958834,0.0,1571,0,2378494,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12568,0,8,1571,72552.52258033509,814172.5063323975,186.44332885742188,74074.22075865496,113907460.4511261,814172.5063323975,186.44332885742188,72552.52258033509,74074.22075865496,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,798990.9648895264,60.08148193359375,105564.00072006953,89313.99484427196,658947.229385376,5053.281784057617,76163.86851819618,77968.4120260479,2312512.0,1571.0,0.0,0.0,20301.672874115404,0.0,1514.0,0.0,0,1571,0,2378494,0,2
17,113847652.43530272,13.157934906486387,0.0,1498,0,2267972,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11984,0,8,1498,76050.53602892635,673745.87059021,222.4445343017578,78538.29466695826,113847652.43530272,673745.87059021,222.4445343017578,76050.53602892635,78538.29466695826,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,648880.9585571289,88.45329284667969,112117.9096237152,94322.77474712091,645062.2081756592,5368.947982788086,80792.45882936056,81273.10487685881,2205056.0,1498.0,0.0,0.0,19368.480182347965,0.0,1514.0,0.0,0,1498,0,2267972,0,2
17,113799746.99020386,12.899852933120922,0.0,1468,0,2222552,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11744,0,8,1468,77573.10633279063,631940.3648376465,190.25802612304688,78906.15812079761,113799746.99020386,631940.3648376465,190.25802612304688,77573.10633279063,78906.15812079761,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,562008.8577270508,722.8851318359375,114135.75837641586,94454.1520484441,516500.2346038818,5128.622055053711,83046.46343528153,79644.33061541268,2160896.0,1468.0,0.0,0.0,18988.583517554,0.0,1514.0,0.0,0,1468,0,2222552,0,2
17,113779721.73690796,13.772225631060715,0.0,1567,0,2372438,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12536,0,8,1567,72656.27186264876,586318.7313079834,207.42416381835935,67968.40246808672,113779721.73690796,586318.7313079834,207.42416381835935,72656.27186264876,67968.40246808672,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,561206.579208374,5.960464477539063,104328.71182759602,78475.10548185789,492332.935333252,5114.316940307617,74570.19931840437,67179.09599670001,2306624.0,1567.0,0.0,0.0,20272.716128921376,0.0,1514.0,0.0,0,1567,0,2372438,0,2
17,113714817.28553772,13.639383477224795,0.0,1551,0,2348214,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12408,0,8,1551,73364.39824873401,1038606.4052581788,230.5507659912109,77059.89349946975,113714817.28553772,1038606.4052581788,230.5507659912109,73364.39824873401,77059.89349946975,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,1026172.8763580322,16.689300537109375,106506.2504876442,95094.39903713948,848959.4459533691,5002.975463867188,75556.83162850393,75622.80093029498,1141536.0,775.5,0.0,0.0,20262.23620907704,0.0,1514.0,0.0,0,1551,0,2348214,0,2
17,120095505.47599792,12.56499978095838,0.0,1509,0,2284626,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12072,0,8,1509,79638.92936074133,3223067.7604675293,200.5100250244141,115544.82212647868,120095505.47599792,3223067.7604675293,200.5100250244141,79638.92936074133,115544.82212647868,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,3206307.172775269,43.8690185546875,119662.89708643784,173908.51105930045,3223067.7604675293,5033.016204833984,83445.94796954049,145560.5738521743,2219776.0,1508.0,0.0,0.0,18993.152221253175,0.0,1514.0,0.0,0,1509,0,2284626,0,2
17,116905143.02253725,12.830915400452714,0.0,1500,0,2271000,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12000,0,8,1500,77988.75451803685,619716.8827056885,232.45811462402344,74544.78243840957,116905143.02253725,619716.8827056885,232.45811462402344,77988.75451803685,74544.78243840957,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,576699.2568969727,537.872314453125,113865.00801702942,87330.83671324892,580772.3999023438,5058.526992797852,81135.6187724381,76726.75894830232,2208000.0,1500.0,0.0,0.0,18887.107469466395,0.0,1514.0,0.0,0,1500,0,2271000,0,2
17,116902998.92425536,12.94235403644618,0.0,1513,0,2290682,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12104,0,8,1513,77316.79823032762,809957.0274353027,211.7156982421875,78974.22143808968,116902998.92425536,809957.0274353027,211.7156982421875,77316.79823032762,78974.22143808969,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,702674.150466919,381.9465637207031,114477.0794069236,92387.33569207444,505447.6261138916,5270.242691040039,80112.661296947,76260.92038640386,2227136.0,1513.0,0.0,0.0,19051.145141648776,0.0,1514.0,0.0,0,1513,0,2290682,0,2
17,116869874.00054932,13.194161568042354,0.0,1542,0,2334588,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12336,0,8,1542,75840.28163565822,563496.1128234863,196.69532775878903,71760.23493422144,116869874.00054932,563496.1128234863,196.69532775878903,75840.28163565822,71760.23493422144,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,536433.9351654053,23.365020751953125,108237.36449544744,82466.1306531094,525118.350982666,5030.87043762207,80374.68150556942,71505.98058219164,2269824.0,1542.0,0.0,0.0,19421.805828158344,0.0,1514.0,0.0,0,1542,0,2334588,0,2
17,116831928.730011,12.684888592610504,0.0,1482,0,2243748,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11856,0,8,1482,78887.19022958203,545187.9501342773,225.30555725097656,76172.7823353148,116831928.730011,545187.9501342773,225.30555725097656,78887.19022958203,76172.7823353148,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,526327.37159729,58.41255187988281,115261.15835970464,89252.61301626779,483881.71195983887,5036.830902099609,77250.78296257848,72190.02291910729,2181504.0,1482.0,0.0,0.0,18672.156008322665,0.0,1514.0,0.0,0,1482,0,2243748,0,2
17,116832390.30838013,12.351026938601434,0.0,1443,0,2184702,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11544,0,8,1443,81021.07510983365,869510.1737976074,196.21849060058597,86036.23876676749,116832390.30838013,869510.1737976074,196.21849060058597,81021.07510983365,86036.2387667675,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,842025.5184173584,233.4117889404297,122661.25528435958,107723.5107144508,843711.6146087646,5138.158798217773,88687.0791378631,91181.11904553122,2124096.0,1443.0,0.0,0.0,18180.71165362131,0.0,1514.0,0.0,0,1443,0,2184702,0,2
17,116874660.49194336,12.611801341674132,0.0,1474,0,2231636,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11792,0,8,1474,79344.64391849516,670254.2304992676,241.5180206298828,80125.67073100308,116874660.49194336,670254.2304992676,241.5180206298828,79344.64391849516,80125.67073100309,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,620872.974395752,322.10350036621094,114804.06496366503,93165.14722100264,622021.6751098633,5326.509475708008,86841.95082900376,82637.25098324192,2169728.0,1474.0,0.0,0.0,18564.57157494432,0.0,1514.0,0.0,0,1474,0,2231636,0,2
17,116831142.42553712,13.224213749212572,0.0,1545,0,2339130,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12360,0,8,1545,75667.8383585085,524152.9941558838,199.79476928710935,73268.44947683884,116831142.42553712,524152.9941558838,199.79476928710935,75667.8383585085,73268.44947683884,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,501210.6895446777,170.70770263671875,106074.8565265371,86337.85018101521,416347.9804992676,5016.088485717773,74508.93777672962,71374.74042863368,2274240.0,1545.0,0.0,0.0,19466.042638840903,0.0,1514.0,0.0,0,1545,0,2339130,0,2
17,116778400.42114258,13.118864400223735,0.0,1532,0,2319448,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12256,0,8,1532,76275.89838089,1220422.9831695557,197.41058349609372,81408.78822249969,116778400.42114258,1220422.9831695557,197.41058349609372,76275.89838089,81408.78822249969,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,1219204.1873931885,324.7261047363281,115530.35219352084,103125.98447734377,1132026.433944702,5195.140838623047,81149.12922821897,86853.12457353002,1127552.0,766.0,0.0,0.0,19514.914071687097,0.0,1514.0,0.0,0,1532,0,2319448,0,2
17,116565598.72627258,13.039867822146816,0.0,1520,0,2301280,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12160,0,8,1520,76738.37967496549,738118.4101104736,192.6422119140625,76398.82943549774,116565598.72627258,738118.4101104736,192.6422119140625,76738.37967496549,76398.82943549774,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,720068.2163238525,233.4117889404297,109893.4138331432,91322.3201787265,714407.6824188232,5056.142807006836,80184.88714880976,77828.58357356716,2237440.0,1520.0,0.0,0.0,19194.68543420012,0.0,1514.0,0.0,0,1520,0,2301280,0,2
6,23629.188537597656,126.96161762925294,42.320539209750976,3,1,231,60,93.0,60.0,77.0,13.490737563232042,60.0,60.0,60.0,0.0,93,60,72.75,13.808964479641476,190.6875,60,20,20,3,7876.396179199219,20020.723342895508,4.76837158203125,8712.1211804394,23629.188537597656,23624.420166015625,4.76837158203125,11814.594268798828,11809.825897216797,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.3333333333333333,72.75,64028,64239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,60.0,0,3,1,231,60,2
17,113756424.18861388,12.825649280087289,0.0,1459,0,2208926,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11672,0,8,1459,78022.23881249237,656465.0535583496,207.1857452392578,73808.98762994951,113756424.18861388,656465.0535583496,207.1857452392578,78022.23881249237,73808.98762994951,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,645910.0246429443,814.6762847900391,112726.27397910836,83739.85715019619,605519.0563201904,5119.32373046875,79617.54396904347,71461.36113951208,2147648.0,1459.0,0.0,0.0,18879.35574028849,0.0,1514.0,0.0,0,1459,0,2208926,0,2
17,113753754.13894652,12.447940823741094,0.0,1416,0,2143824,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11328,0,8,1416,80391.34568123429,501054.2869567871,293.731689453125,76779.71815249036,113753754.13894652,501054.2869567871,293.731689453125,80391.34568123429,76779.71815249036,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,479225.1586914063,115.15617370605467,117778.4154703329,89638.43922133133,472286.4627838135,5034.208297729492,77542.7694265553,75557.40774414098,2084352.0,1416.0,0.0,0.0,18323.36889254689,0.0,1514.0,0.0,0,1416,0,2143824,0,2
17,113742279.52957152,13.003080350745732,0.0,1479,0,2239206,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11832,0,8,1479,76956.88736777505,527885.4370117188,217.19932556152344,72643.67717731904,113742279.52957152,527885.4370117188,217.19932556152344,76956.88736777505,72643.67717731904,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,527406.2156677246,1.9073486328125,110742.63327349271,84875.51961218785,458166.1224365234,5017.757415771484,76626.22761008044,71902.75946894086,2177088.0,1479.0,0.0,0.0,19140.53427629772,0.0,1514.0,0.0,0,1479,0,2239206,0,2
17,113736840.00968932,12.35307750663995,0.0,1405,0,2127170,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11240,0,8,1405,81009.14530604653,553228.3782958984,197.6490020751953,75452.01230851913,113736840.00968932,553228.3782958984,197.6490020751953,81009.14530604653,75452.01230851914,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,532312.1547698975,58.88938903808594,112870.2200056421,87505.61174204519,539504.2896270752,5062.103271484375,78386.79332387411,73885.60369079023,2068160.0,1405.0,0.0,0.0,18183.73008977401,0.0,1514.0,0.0,0,1405,0,2127170,0,2
17,113575548.17199709,12.969340881096269,0.0,1473,0,2230122,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,11784,0,8,1473,77157.30174728062,539915.0848388672,198.6026763916016,72388.03614859967,113575548.17199709,539915.0848388672,198.6026763916016,77157.30174728062,72388.03614859965,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,496349.8115539551,255.82313537597656,108657.29624069243,86768.328376153,517568.82667541504,5850.553512573242,77318.23790657417,70264.48451707244,2168256.0,1473.0,0.0,0.0,19090.869776973705,0.0,1514.0,0.0,0,1473,0,2230122,0,2
17,113573483.46710204,13.339381286467614,0.0,1515,0,2293710,0,1514.0,1514.0,1514.0,0.0,0.0,0.0,0.0,0.0,1514,1514,1514.0,0.0,0.0,12120,0,8,1515,75015.51087655354,640985.7273101807,205.51681518554688,73401.28248504222,113573483.46710204,640985.7273101807,205.51681518554688,75015.51087655354,73401.28248504223,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0.0,1514.0,0,0,630101.6807556152,61.75041198730469,110713.38033676147,86297.03369379115,491208.0764770508,5038.976669311523,80246.94502094893,76225.70367369839,2230080.0,1515.0,0.0,0.0,19635.56925368033,0.0,1514.0,0.0,0,1515,0,2293710,0,2
